OriginAirportCode,Month,DayofMonth,CRSDepHour,DayOfWeek,Carrier,DestAirportCode,DepDel15,WindSpeed,SeaLevelPressure,HourlyPrecip
PHX,5,13,17,1,WN,ABQ,0,0,29,0
DCA,5,6,12,1,WN,STL,1,10,29,0
ORD,5,22,16,3,UA,EWR,1,13,29,0
BWI,5,7,20,2,FL,MCO,0,13,29,0
PHX,5,28,9,2,US,SJC,1,6,29,0
PVD,5,22,7,3,9E,DTW,0,10,29,0
PVD,5,29,12,3,9E,DTW,0,6,29,0
IAH,5,22,11,3,UA,IAD,1,7,29,0
IAH,5,3,12,5,UA,SAN,1,23,30,0
LGA,5,29,8,3,UA,DEN,0,6,30,0
PHX,5,16,18,4,WN,BUR,0,20,29,0
LAX,5,21,10,2,DL,BNA,0,0,29,0
EWR,5,24,11,5,UA,LAS,1,10,29,0
LAX,5,29,11,3,DL,SLC,0,11,29,0
SAN,5,25,13,6,DL,SLC,0,8,30,0
SNA,5,21,10,2,WN,SMF,0,3,29,0
DCA,5,15,15,3,US,BOS,1,8,29,0
IAH,5,20,19,1,UA,BOS,0,24,29,0
PHL,5,28,20,2,B6,BOS,1,5,29,0
LGA,5,15,16,3,US,BOS,0,13,29,0
MSY,5,3,8,5,AA,DFW,0,13,29,0
MIA,5,26,21,7,AA,RDU,0,7,30,0
BOS,5,9,8,4,UA,IAH,0,6,30,0
BNA,5,23,6,4,OO,MEM,0,5,29,0
JFK,5,31,15,5,DL,FLL,0,14,30,0
BWI,5,2,7,4,AA,DFW,0,5,29,0
ORD,5,13,15,1,UA,IAH,1,11,30,0
BNA,5,2,21,4,WN,BOS,1,8,30,0
BUR,5,17,20,5,WN,LAS,1,6,29,0
LAX,5,5,8,7,OO,LAS,0,10,29,0
IAD,5,29,16,3,EV,BNA,0,8,30,0
BWI,5,29,13,3,B6,BOS,0,10,30,0
BOS,5,13,14,1,B6,FLL,1,9,29,0
JFK,5,29,17,3,B6,OAK,0,9,30,0
SFO,5,16,10,4,UA,SEA,0,13,29,0
AUS,5,6,7,1,WN,DAL,0,0,30,0
ORD,5,13,11,1,EV,CLT,1,11,30,0
SAT,5,3,6,5,WN,LAS,0,10,30,0
DTW,5,26,13,7,WN,MDW,0,7,30,0
ORD,5,23,18,4,UA,CMH,0,20,30,0
RSW,5,3,10,5,B6,JFK,0,6,29,0
PHX,5,11,8,6,US,CLT,0,14,30,0
PHL,5,9,9,4,US,SJU,0,0,29,0
MSP,5,13,17,1,WN,MDW,1,22,29,0
AUS,5,3,7,5,WN,DAL,0,16,30,0
OGG,5,31,11,5,AS,PDX,0,18,30,0
BOS,5,21,18,2,AA,ORD,1,14,29,0
MEM,5,10,14,5,DL,MCO,0,3,29,0
ATL,5,8,19,3,DL,PHX,0,6,30,0
CLT,5,27,7,1,US,IAH,1,3,30,0
LAS,5,28,18,2,WN,SAN,1,11,29,0
PIT,5,4,12,6,WN,BWI,0,9,30,0
ORD,5,30,16,4,US,CLT,1,15,29,0
JFK,5,6,6,1,AA,MCO,0,6,29,0
DTW,5,29,19,3,MQ,ORD,1,0,29,0
SEA,5,28,6,2,DL,JFK,0,10,29,0
STL,5,17,16,5,WN,TPA,0,9,29,0
ATL,5,5,8,7,DL,DCA,0,9,29,0
BWI,5,18,9,6,WN,BUF,0,8,30,0
RDU,5,9,7,4,EV,CVG,0,0,29,0
DTW,5,12,17,7,DL,LAX,0,20,30,0
SEA,5,4,6,6,VX,SFO,0,10,30,0
ATL,5,9,6,4,WN,DEN,0,3,30,0
ORD,5,6,15,1,OO,DFW,0,10,29,0
SEA,5,18,12,6,AS,ANC,0,14,30,0
IND,5,2,15,4,WN,DEN,0,10,30,0
LAX,5,26,8,7,HA,HNL,1,5,29,0
MSP,5,16,14,4,DL,PHX,0,8,29,0
MSY,5,19,15,7,UA,EWR,1,14,29,0
IND,5,8,8,3,FL,MCO,0,0,30,0
MSP,5,23,16,4,DL,ATL,0,9,30,0
SFO,5,19,9,7,OO,PDX,0,3,30,0
MEM,5,26,10,7,EV,DTW,0,8,30,0
SNA,5,1,12,3,AS,SEA,1,9,29,0
CLT,5,19,9,7,US,MSP,0,6,30,0
MSP,5,14,17,2,DL,OMA,0,17,29,0
ATL,5,10,8,5,FL,BUF,0,6,30,0
IAD,5,2,8,4,YV,DTW,0,9,29,0
SFO,5,3,7,5,VX,DFW,0,0,30,0
RSW,5,19,16,7,DL,DTW,0,0,29,0
OMA,5,9,5,4,DL,ATL,0,7,29,0
MSP,5,1,17,3,DL,MCO,0,15,30,0
PHX,5,21,9,2,WN,SAN,1,3,29,0
LGA,5,8,8,3,MQ,RDU,1,10,30,0
JAX,5,23,13,4,EV,EWR,1,3,29,0
ATL,5,29,20,3,WN,HOU,0,5,30,0
LGA,5,27,18,1,DL,PBI,0,9,30,0
ORD,5,1,13,3,UA,EWR,0,8,30,0
SEA,5,10,22,5,AS,ATL,0,3,30,0
MSP,5,30,9,4,DL,DEN,0,16,29,0
CLT,5,11,20,6,US,LGA,0,9,29,0
STL,5,4,10,6,FL,ATL,0,5,29,0
SFO,5,22,15,3,UA,LAX,0,25,29,0
SLC,5,30,21,4,DL,SEA,0,7,29,0
MSP,5,22,13,3,9E,MDW,0,14,29,0
SFO,5,23,16,4,VX,ORD,0,26,30,0
FLL,5,2,19,4,B6,RIC,1,23,29,0
PIT,5,27,15,1,US,PHL,0,6,30,0
PHX,5,7,17,2,WN,SJC,0,14,29,0
SFO,5,12,9,7,UA,EWR,0,11,30,0
PHX,5,19,17,7,US,ONT,0,11,29,0
MSP,5,30,10,4,DL,DTW,0,18,29,0
SLC,5,20,11,1,DL,JFK,0,10,30,0
ORD,5,30,7,4,MQ,MSP,0,17,29,0
LAS,5,14,19,2,DL,MSP,0,22,29,0
PIT,5,17,11,5,UA,IAH,1,3,29,0
SAT,5,8,13,3,WN,STL,1,16,29,0
SEA,5,31,17,5,WN,OAK,1,7,30,0
MDW,5,7,20,2,WN,IAD,1,8,30,0
BWI,5,14,10,2,WN,BNA,0,9,30,0
SFO,5,19,16,7,OO,OKC,0,23,30,0
ORD,5,22,6,3,AA,DCA,0,0,29,0
SJC,5,27,10,1,WN,PDX,0,8,29,0
ORD,5,21,16,2,UA,SFO,1,20,29,0
ATL,5,4,11,6,DL,MIA,0,21,29,0
SFO,5,19,20,7,UA,SNA,0,13,30,0
ABQ,5,8,8,3,WN,MDW,0,0,29,0
BWI,5,21,10,2,DL,ATL,0,5,29,0
LAX,5,28,10,2,AS,SEA,0,13,29,0
ATL,5,26,21,7,FL,DCA,0,3,30,0
ORD,5,23,13,4,AA,AUS,1,18,30,0
IAH,5,30,10,4,UA,ORD,0,16,29,0
SJC,5,10,17,5,WN,BUR,1,14,30,0
SFO,5,27,14,1,UA,EWR,0,11,29,0
SFO,5,9,10,4,AA,ORD,0,16,30,0
OAK,5,1,14,3,WN,ONT,0,14,29,0
MEM,5,2,15,4,EV,IAH,1,5,30,0
OGG,5,1,17,3,HA,HNL,0,21,30,0
LAX,5,16,22,4,B6,FLL,0,5,29,0
BDL,5,25,18,6,B6,MCO,0,10,29,0
ATL,5,23,11,4,DL,LAS,0,13,29,0
MSP,5,29,9,3,DL,SLC,0,10,29,0
LGA,5,7,6,2,AA,DFW,0,7,30,0
MEM,5,2,14,4,9E,CLT,1,6,29,0
DCA,5,20,10,1,AA,MIA,1,7,29,0
FLL,5,16,10,4,DL,LGA,0,11,30,0
SMF,5,31,20,5,OO,SFO,0,0,29,0
BWI,5,20,18,1,WN,TPA,1,7,29,0
DCA,5,5,16,7,DL,ATL,1,8,30,0
ORD,5,31,7,5,EV,RDU,1,11,29,0
PHX,5,4,20,6,US,SNA,0,15,29,0
CLE,5,30,14,4,MQ,LGA,0,13,30,0
IAD,5,21,15,2,AA,DFW,1,8,29,0
SLC,5,8,11,3,DL,PDX,0,3,29,0
JFK,5,25,20,6,MQ,DCA,1,23,29,0
PHL,5,5,11,7,US,LAS,0,8,30,0
JFK,5,13,15,1,MQ,DCA,0,17,30,0
SAN,5,16,17,4,OO,LAX,0,7,29,0
ATL,5,23,10,4,DL,MCO,0,9,29,0
FLL,5,29,9,3,WN,RDU,0,17,30,0
FLL,5,9,11,4,US,DCA,0,8,30,0
ATL,5,19,9,7,DL,CVG,1,7,29,0
CMH,5,9,16,4,AA,DFW,0,7,29,0
BOS,5,4,16,6,DL,JFK,1,11,30,0
JFK,5,8,7,3,AA,MIA,1,10,29,0
PDX,5,29,21,3,WN,SMF,1,11,30,0
SFO,5,8,16,3,UA,BOS,0,18,30,0
AUS,5,12,8,7,AA,DFW,0,11,30,0
DCA,5,15,16,3,AA,DFW,0,17,29,0
LAS,5,29,12,3,WN,RNO,0,6,29,0
CLT,5,2,14,4,US,DFW,0,14,30,0
CLT,5,27,9,1,US,SJU,0,3,30,0
SLC,5,6,11,1,MQ,ORD,0,10,29,0
SDF,5,18,16,6,MQ,DFW,0,0,29,0
IAD,5,7,6,2,UA,ORD,0,10,30,0
PDX,5,5,12,7,DL,ATL,0,21,29,0
MSP,5,27,11,1,US,PHL,0,14,29,0
ORD,5,3,13,5,UA,IAH,1,14,30,0
OGG,5,13,11,1,AS,PDX,1,17,29,0
PHX,5,2,6,4,WN,SJC,0,10,30,0
SLC,5,26,15,7,DL,PDX,0,10,29,0
ORD,5,8,8,3,UA,FLL,0,0,30,0
BOS,5,28,10,2,B6,MCO,0,9,30,0
MKE,5,21,12,2,DL,MSP,0,13,29,0
LAX,5,17,6,5,FL,ATL,0,0,29,0
ORD,5,28,21,2,UA,PDX,1,10,29,0
MCO,5,14,10,2,WN,MKE,1,9,30,0
BWI,5,30,18,4,MQ,ORD,1,8,30,0
LAX,5,22,11,3,MQ,DEN,0,16,29,0
LAS,5,22,21,3,WN,SJC,1,26,29,0
LAX,5,7,19,2,WN,LAS,1,13,30,0
SAN,5,2,11,4,UA,ORD,0,11,30,0
SAN,5,4,12,6,AA,DFW,0,14,29,0
SAT,5,5,16,7,EV,DTW,0,9,29,0
LGA,5,9,10,4,DL,ATL,0,11,29,0
ATL,5,9,11,4,DL,EWR,0,6,30,0
DTW,5,22,17,3,9E,ORF,1,25,29,0
RDU,5,6,18,1,WN,BWI,1,3,29,0
BWI,5,4,16,6,DL,DTW,0,9,30,0
DCA,5,29,8,3,B6,SJU,0,6,30,0
JFK,5,21,11,2,UA,LAX,0,9,29,0
LAX,5,17,18,5,DL,MCI,0,11,29,0
LAX,5,19,6,7,OO,SAN,0,0,29,0
LGB,5,17,9,5,B6,AUS,0,9,29,0
DAL,5,22,17,3,WN,HOU,1,7,29,0
BDL,5,20,13,1,B6,SJU,0,0,29,0
BUR,5,16,20,4,WN,SJC,0,5,29,0
LAS,5,24,11,5,US,CLT,0,9,29,0
SFO,5,19,10,7,UA,ORD,0,0,30,0
JFK,5,29,19,3,MQ,RDU,0,5,30,0
BWI,5,20,11,1,B6,BOS,0,8,29,0
FLL,5,2,17,4,WN,DEN,1,10,29,0
ATL,5,6,20,1,DL,MSY,0,6,29,0
LAS,5,28,1,2,DL,MEM,0,16,29,0
RDU,5,23,6,4,EV,EWR,0,9,29,0
RIC,5,10,7,5,EV,EWR,0,5,30,0
BOS,5,31,9,5,EV,RDU,0,7,30,0
SJC,5,28,17,2,OO,LAX,1,14,29,0
BWI,5,6,14,1,WN,BOS,0,11,30,0
PHX,5,10,16,5,WN,SAN,1,9,29,0
MDW,5,17,13,5,9E,DTW,0,11,30,0
OMA,5,27,5,1,DL,ATL,0,14,29,0
ORD,5,24,11,5,AA,STL,0,7,30,0
DTW,5,28,13,2,9E,PIT,0,9,29,0
EWR,5,9,16,4,UA,IAH,0,7,29,0
CLT,5,30,11,4,US,LAS,0,5,29,0
HOU,5,31,13,5,WN,PHX,0,17,29,0
STL,5,16,9,4,WN,DAL,0,0,29,0
LAS,5,22,6,3,DL,DTW,0,17,29,0
ATL,5,28,22,2,DL,RSW,0,0,30,0
BOS,5,24,16,5,B6,FLL,0,11,29,0
SLC,5,18,8,6,DL,MSP,0,11,29,0
MCO,5,23,13,4,B6,BOS,1,3,29,0
LGA,5,29,17,3,UA,IAH,0,8,30,0
PHX,5,9,15,4,UA,DEN,1,8,29,0
ATL,5,22,19,3,EV,EWR,1,7,29,0
CLT,5,30,22,4,US,DFW,0,7,30,0
IAH,5,25,9,6,UA,SAN,1,11,30,0
SFO,5,3,8,5,B6,BOS,0,0,30,0
PIT,5,2,8,4,US,CLT,0,9,30,0
MDW,5,12,6,7,WN,IAD,0,9,30,0
HOU,5,19,11,7,B6,JFK,0,16,29,0
SFO,5,16,6,4,DL,JFK,0,14,30,0
BNA,5,28,18,2,WN,LAS,0,11,30,0
DTW,5,15,12,3,DL,MKE,0,23,29,0
BOS,5,22,20,3,B6,DCA,1,9,29,0
BWI,5,2,9,4,DL,ATL,0,6,30,0
DCA,5,21,9,2,DL,ATL,0,8,29,0
IND,5,14,18,2,9E,MEM,0,18,29,0
EWR,5,1,19,3,EV,OKC,0,6,29,0
JAX,5,9,17,4,WN,FLL,0,11,30,0
IAH,5,16,17,4,EV,BNA,0,13,29,0
LGA,5,29,6,3,MQ,ATL,0,3,29,0
CLT,5,20,16,1,YV,AUS,0,0,30,0
CLT,5,6,6,1,EV,DTW,0,6,29,0
DCA,5,24,7,5,US,PHX,0,22,29,0
ATL,5,25,12,6,DL,BDL,0,0,30,0
SJC,5,1,6,3,US,PHX,0,5,29,0
JAX,5,30,8,4,WN,ORF,0,10,30,0
CLE,5,29,19,3,EV,PVD,0,3,29,0
ATL,5,2,20,4,DL,OKC,1,17,30,0
MIA,5,8,9,3,MQ,JAX,0,3,30,0
SFO,5,27,13,1,OO,SMF,1,13,30,0
ATL,5,25,16,6,DL,DTW,0,6,30,0
RSW,5,13,12,1,FL,CMH,0,7,30,0
MSP,5,23,9,4,DL,SFO,0,13,30,0
PHX,5,4,15,6,WN,BUR,0,6,29,0
SLC,5,9,15,4,DL,SAN,0,5,29,0
SNA,5,1,11,3,AA,ORD,0,10,30,0
PHX,5,22,7,3,US,LAS,0,10,29,0
LGA,5,16,7,4,UA,IAH,0,5,29,0
PIT,5,8,17,3,MQ,MIA,0,5,29,0
ATL,5,4,15,6,DL,DTW,0,6,29,0
SJC,5,16,6,4,DL,SLC,0,0,30,0
SAN,5,30,15,4,AA,DFW,1,11,29,0
RDU,5,27,9,1,US,PHL,0,0,30,0
MSP,5,19,17,7,DL,OMA,1,0,29,0
LAX,5,8,13,3,AA,JFK,0,17,30,0
LAX,5,12,8,7,AA,DFW,0,0,29,0
CLT,5,7,18,2,US,PIT,0,15,29,0
MSY,5,10,7,5,FL,ATL,1,7,30,1
LAX,5,21,18,2,OO,SAN,0,11,29,0
PHX,5,30,6,4,WN,SLC,0,7,29,0
MIA,5,6,10,1,DL,LGA,1,7,30,0
SAT,5,25,9,6,WN,DEN,1,17,30,1
SLC,5,15,7,3,DL,MSP,0,0,29,0
SFO,5,31,10,5,AS,SEA,0,6,30,0
IAH,5,1,12,3,MQ,ORD,0,7,29,0
SFO,5,3,13,5,OO,BUR,0,10,29,0
BNA,5,13,18,1,WN,JAX,1,6,30,0
MDW,5,25,6,6,DL,ATL,0,5,30,0
FLL,5,4,13,6,FL,BUF,0,8,29,0
MIA,5,7,18,2,UA,IAH,1,11,30,0
ORD,5,22,13,3,UA,EWR,1,7,29,0
CLT,5,21,9,2,US,ATL,0,0,30,0
JFK,5,4,20,6,DL,BOS,1,10,30,0
DTW,5,20,14,1,MQ,ORD,0,9,29,0
DTW,5,25,15,6,EV,DFW,0,9,30,0
ATL,5,2,19,4,DL,MSY,1,18,30,0
BOS,5,31,18,5,UA,LAX,1,15,29,0
IAD,5,13,12,1,EV,LGA,0,10,30,0
DTW,5,9,15,4,DL,DEN,0,11,29,0
EWR,5,8,11,3,EV,MSP,1,14,29,0
CLE,5,17,18,5,UA,IAH,0,16,30,0
JFK,5,11,10,6,DL,SLC,0,24,29,0
DTW,5,1,21,3,DL,LGA,0,9,30,0
SLC,5,11,8,6,WN,LAX,0,5,30,0
IND,5,17,13,5,EV,CLE,0,5,29,0
RDU,5,25,16,6,WN,MDW,0,8,30,0
MEM,5,7,13,2,DL,ATL,0,8,30,0
AUS,5,2,17,4,UA,EWR,0,24,30,0
DTW,5,16,11,4,EV,IAH,0,13,29,0
MEM,5,1,15,3,AA,DFW,1,9,29,0
LAS,5,1,20,3,WN,OMA,1,15,30,0
OAK,5,30,10,4,WN,SNA,0,8,30,0
PHL,5,8,7,3,WN,DEN,0,5,29,0
CLE,5,24,14,5,MQ,ORD,0,14,30,0
MEM,5,11,13,6,DL,ATL,0,11,29,0
PBI,5,21,17,2,EV,IAH,1,17,29,0
IAD,5,7,6,2,UA,SFO,0,10,30,0
MSP,5,29,15,3,DL,BOS,0,14,29,0
BOS,5,12,5,7,US,CLT,0,9,29,0
IAH,5,14,8,2,OO,SLC,0,5,29,0
ORD,5,30,14,4,AA,DFW,0,20,29,0
JAX,5,27,13,1,EV,EWR,0,13,30,0
TPA,5,28,16,2,WN,MCI,1,11,30,0
SEA,5,5,15,7,AS,EWR,0,18,29,0
BWI,5,23,8,4,WN,CLT,0,6,29,0
ORD,5,21,5,2,UA,MCO,0,11,29,0
BOS,5,4,9,6,B6,MCO,0,15,30,0
HOU,5,5,19,7,WN,PHX,0,11,30,0
JFK,5,28,8,2,DL,MIA,0,0,30,0
IAD,5,18,16,6,UA,SAN,0,3,29,0
SFO,5,1,6,3,DL,ATL,0,8,29,0
MIA,5,21,21,2,MQ,ORF,0,8,29,0
MEM,5,2,19,4,EV,LGA,0,3,30,0
IAH,5,11,19,6,UA,CLE,0,9,30,0
RDU,5,4,9,6,WN,BWI,0,9,30,0
MSY,5,20,7,1,WN,MCO,1,7,29,0
RDU,5,2,17,4,US,CLT,0,9,29,0
SDF,5,22,17,3,WN,MDW,1,16,29,0
SJC,5,21,11,2,WN,LAX,0,9,30,0
ATL,5,19,9,7,YV,ORD,0,7,29,0
DCA,5,19,6,7,DL,ATL,0,5,29,0
OAK,5,23,12,4,US,PHX,1,6,30,0
ORF,5,26,19,7,MQ,MIA,1,7,30,0
ATL,5,29,8,3,9E,IAD,0,7,30,0
JFK,5,14,9,2,B6,SFO,0,8,30,0
SLC,5,24,15,5,DL,DTW,0,11,29,0
MIA,5,18,20,6,MQ,CMH,0,10,30,0
CLT,5,21,14,2,US,FLL,0,8,29,0
MIA,5,15,21,3,AA,PHL,0,16,30,0
PIT,5,8,15,3,UA,ORD,0,0,29,0
MEM,5,7,14,2,EV,MSY,0,8,30,0
IAH,5,4,7,6,UA,BWI,0,6,30,0
SJC,5,1,12,3,UA,IAH,0,14,29,0
PHX,5,31,20,5,WN,SNA,0,7,29,0
OAK,5,16,15,4,WN,PDX,0,17,30,0
CLT,5,2,11,4,US,DTW,0,11,30,0
ATL,5,6,10,1,DL,MEM,0,8,29,0
TPA,5,22,10,3,FL,ATL,0,7,29,0
LAX,5,29,10,3,VX,ORD,0,9,29,0
JAX,5,22,15,3,DL,ATL,0,6,29,0
MCO,5,31,19,5,DL,ATL,0,11,30,0
EWR,5,8,11,3,EV,PVD,1,14,30,0
ORD,5,24,12,5,9E,CVG,0,11,30,0
BUR,5,14,15,2,OO,PDX,0,11,29,0
SJC,5,23,9,4,WN,PHX,0,5,29,0
IAD,5,9,16,4,EV,BUF,1,8,29,0
MKE,5,2,7,4,US,PHX,1,25,30,0
OGG,5,15,16,3,HA,HNL,0,18,30,0
PHX,5,28,12,2,WN,OKC,0,5,29,0
SAN,5,20,18,1,WN,MDW,0,6,29,0
IAD,5,27,8,1,UA,LAX,0,0,30,0
LAX,5,9,6,4,AA,DFW,0,5,30,0
MSY,5,16,17,4,DL,LAX,0,15,29,0
RSW,5,9,16,4,DL,ATL,0,9,30,0
PHX,5,28,16,2,YV,OAK,0,13,29,0
LAX,5,28,6,2,AA,DFW,0,5,29,0
HOU,5,22,6,3,EV,ATL,0,0,29,0
IAH,5,15,7,3,UA,PIT,0,8,30,0
DCA,5,8,11,3,UA,ORD,0,3,29,0
LAX,5,11,8,6,OO,PHX,0,0,30,0
LAX,5,4,11,6,MQ,DEN,0,8,29,0
CLT,5,16,12,4,YV,RIC,0,3,30,0
RIC,5,23,7,4,MQ,MIA,0,10,29,0
BWI,5,7,8,2,FL,RSW,0,18,29,0
PHX,5,29,9,3,US,OAK,0,5,29,0
CLT,5,19,8,7,WN,BWI,0,8,30,0
JFK,5,31,8,5,9E,ORD,0,8,30,0
EWR,5,28,11,2,B6,BOS,0,6,30,0
FLL,5,24,10,5,B6,SJU,0,7,30,0
IAH,5,14,19,2,EV,MCI,0,11,30,0
SEA,5,2,8,4,DL,MSP,0,7,30,0
BDL,5,23,21,4,WN,BWI,1,8,29,0
BOS,5,24,17,5,AS,PDX,0,15,29,0
SMF,5,7,20,2,WN,SEA,0,5,29,0
ATL,5,5,19,7,AA,DFW,0,13,29,0
MDW,5,17,20,5,WN,FLL,1,6,30,0
MSY,5,5,16,7,DL,ATL,1,14,29,0
MCO,5,22,9,3,B6,LGA,0,0,29,0
OGG,5,13,11,1,HA,HNL,0,18,29,0
ORD,5,13,15,1,MQ,DTW,1,11,30,0
SNA,5,16,19,4,OO,SFO,1,7,29,0
ORD,5,1,15,3,UA,IAH,0,15,30,0
DAL,5,13,20,1,WN,OKC,0,9,30,0
PDX,5,25,7,6,OO,SEA,0,6,30,0
ATL,5,22,22,3,FL,IND,1,0,29,0
MSP,5,29,13,3,AA,ORD,0,11,29,0
MSP,5,20,13,1,DL,ATL,1,9,29,0
LGA,5,14,10,2,UA,ORD,0,10,30,0
DCA,5,6,8,1,US,LGA,0,14,30,0
SLC,5,23,16,4,DL,DCA,1,13,29,0
TUS,5,11,18,6,WN,LAX,0,11,29,0
RSW,5,12,6,7,FL,ATL,0,0,30,0
PHL,5,1,14,3,US,DFW,0,14,30,0
ORD,5,15,8,3,MQ,JAX,0,11,29,0
DTW,5,20,10,1,9E,CLE,0,5,29,0
ORD,5,15,10,3,UA,SAN,0,10,29,0
IAH,5,30,6,4,UA,ORD,0,10,29,0
MEM,5,3,13,5,MQ,MIA,1,13,29,0
DCA,5,3,7,5,US,LGA,0,8,30,0
JFK,5,4,15,6,MQ,PIT,1,15,30,0
BNA,5,6,19,1,WN,DEN,1,5,29,0
SAN,5,17,22,5,DL,DTW,0,3,30,0
RIC,5,27,9,1,YV,CLT,0,0,30,0
SLC,5,18,9,6,OO,OKC,0,9,29,0
SFO,5,15,19,3,UA,IAH,1,34,30,0
LAX,5,15,10,3,AA,ORD,0,3,29,0
ATL,5,10,16,5,EV,OKC,0,8,30,0
FLL,5,20,9,1,FL,ATL,0,9,29,0
MSY,5,4,13,6,DL,ATL,1,5,29,0
EWR,5,21,7,2,EV,RDU,0,10,29,0
SEA,5,30,7,4,AS,ONT,0,14,30,0
SEA,5,12,15,7,AA,DFW,1,8,30,0
ORD,5,22,16,3,UA,SFO,1,13,29,0
PHX,5,1,13,3,AA,ORD,0,9,29,0
DCA,5,9,20,4,US,LGA,1,3,29,0
MDW,5,29,20,3,WN,PVD,1,7,29,0
EWR,5,9,16,4,UA,MIA,1,7,29,0
PHX,5,20,15,1,US,ATL,0,20,29,0
OMA,5,27,11,1,AA,DFW,1,7,29,0
MSY,5,18,8,6,WN,LAS,0,10,30,0
MSP,5,2,13,4,DL,ATL,0,13,30,0
IAD,5,31,12,5,YV,AUS,0,8,30,0
PHL,5,27,10,1,US,FLL,0,8,30,0
IAD,5,6,21,1,EV,LGA,0,10,30,0
OAK,5,11,9,6,AS,HNL,0,3,29,0
MSP,5,20,19,1,DL,BWI,0,7,29,0
DTW,5,2,19,4,EV,SAT,0,11,30,0
SDF,5,1,18,3,WN,ATL,0,5,30,0
CMH,5,17,16,5,MQ,ORD,0,7,30,0
JFK,5,14,8,2,DL,SAN,0,10,30,0
JFK,5,4,8,6,AA,SFO,0,9,30,0
DCA,5,26,7,7,UA,IAH,0,15,30,0
SAN,5,23,21,4,B6,JFK,0,5,29,0
PVD,5,25,12,6,WN,RSW,0,8,29,0
OKC,5,31,6,5,OO,SFO,0,17,29,0
BOS,5,21,16,2,B6,SFO,0,16,29,0
BOS,5,1,10,3,EV,CVG,0,7,30,0
JFK,5,29,8,3,B6,BUF,0,0,29,0
SLC,5,7,16,2,DL,PDX,0,15,29,0
ATL,5,13,17,1,FL,FLL,0,10,30,0
ABQ,5,11,13,6,DL,ATL,0,26,30,0
ORD,5,5,16,7,MQ,BNA,1,16,29,0
EWR,5,20,9,1,UA,SEA,0,8,30,0
ATL,5,2,20,4,DL,RDU,0,17,30,0
SLC,5,17,11,5,DL,DTW,0,10,29,0
LGA,5,19,11,7,DL,PBI,0,10,30,0
CMH,5,29,8,3,WN,STL,0,13,30,0
LAX,5,8,21,3,VX,BOS,0,15,30,0
MKE,5,22,6,3,WN,LGA,0,6,29,0
OAK,5,29,12,3,US,PHX,0,15,29,0
SAT,5,11,9,6,AA,DFW,0,11,30,0
SFO,5,9,6,4,UA,LAX,0,10,30,0
IAD,5,31,17,5,EV,DTW,0,13,30,0
BOS,5,7,12,2,US,CLT,0,15,30,0
PHL,5,4,11,6,9E,MSP,0,6,30,0
MIA,5,14,11,2,AA,LAS,0,14,29,0
ORD,5,6,5,1,AA,MIA,0,6,29,0
DTW,5,10,12,5,9E,IND,0,20,29,0
MCO,5,1,13,3,B6,SJU,0,9,30,0
ATL,5,24,8,5,DL,EWR,0,15,30,0
ORD,5,27,16,1,AA,MIA,1,8,29,0
MSP,5,12,17,7,DL,SNA,0,16,30,0
MIA,5,30,12,4,AA,LGA,0,20,30,0
JFK,5,2,16,4,VX,SFO,0,9,30,0
ANC,5,31,1,5,DL,SLC,0,9,30,0
LAX,5,23,8,4,UA,IAD,0,7,29,0
DCA,5,17,19,5,MQ,JFK,0,9,30,0
ATL,5,9,22,4,DL,DFW,0,0,30,0
ORD,5,21,21,2,YV,DTW,1,5,29,0
MKE,5,20,5,1,F9,DEN,0,8,29,0
CLT,5,24,22,5,US,ATL,0,13,30,0
CLT,5,11,8,6,US,ATL,0,13,29,0
OKC,5,6,15,1,OO,IAH,0,5,30,0
LAS,5,27,8,1,WN,SFO,1,6,29,0
PDX,5,21,6,2,WN,SJC,0,8,29,0
MSP,5,25,11,6,DL,DEN,0,13,30,0
AUS,5,24,15,5,WN,TPA,1,9,30,1
SMF,5,8,20,3,WN,BUR,0,9,30,0
EWR,5,4,15,6,B6,TPA,0,10,30,0
MDW,5,9,21,4,WN,BWI,0,6,29,0
STL,5,4,14,6,US,PHX,0,7,29,0
ORD,5,17,10,5,AA,RDU,0,0,30,0
ATL,5,18,11,6,DL,SAT,0,7,29,0
ORD,5,18,8,6,EV,RDU,0,6,30,0
LAX,5,9,18,4,OO,SLC,0,8,30,0
CMH,5,23,19,4,WN,STL,1,9,29,0
BOS,5,7,14,2,B6,BWI,0,14,30,0
HOU,5,31,6,5,WN,ATL,0,7,29,0
MKE,5,17,14,5,WN,BWI,1,10,30,0
LGA,5,23,18,4,WN,BNA,1,14,29,0
RNO,5,21,15,2,WN,SAN,0,28,29,0
LAS,5,24,10,5,WN,IND,0,6,29,0
SFO,5,3,9,5,OO,PDX,0,5,29,0
EWR,5,1,6,3,EV,MKE,0,8,30,0
PHX,5,26,13,7,DL,MSP,0,0,29,0
JAX,5,9,17,4,WN,BWI,0,11,30,0
HOU,5,12,16,7,WN,RDU,1,6,30,0
MEM,5,10,6,5,FL,ATL,0,3,29,0
LAX,5,5,9,7,UA,BWI,0,10,29,0
MSP,5,11,6,6,UA,ORD,0,22,30,0
IAD,5,13,12,1,UA,DEN,0,10,30,0
MIA,5,16,20,4,AA,LAX,0,11,30,0
FLL,5,20,10,1,WN,BDL,0,6,29,0
